기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
플라잎,경력 3~5년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,딥러닝,Machine Learning Engineer(전문연구요원 가능),"['AI/인공지능C++MachineLearningDeepLearningTensorFlowPythonPyTorchCNetwork', ' **전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.\n\n• 추가 데이터 발생 시, 단 시간 내에 기존 딥러닝 모델에 적용이 가능한 전략 설계 및 구현\n• Catastrophic Forgetting 을 피하기 위한 모델 설계 및 구현\n• Continual Learning, Incremental Learning, Lifelong Learning 등을 이용한 딥러닝 모델 성능 개선\n• 최신 기술 연구 및 모델 성능 개선', '• 컴퓨터 과학, 기계 학습 또는 관련 분야의 학사 및 석사 학위 소지자\n• 추가 데이터를 단 시간 내에 기존 딥러닝 모델에 적용하는 논문 작성 및 프로젝트를 진행해 보신 분\n• 수학, 통계 및 선형 대수학 등 머신 러닝과 관련된 분야에 대한 이해력이 있으신 분\n• 빠르게 변화하는 스타트업에서의 근무 경험이 있으며 도전과 성취를 즐기시는 분\n• 프로젝트를 성공적으로 완료하기 위해 강한 책임감을 가지고 기꺼이 시간을 투자할 수 있는 분', '• 딥러닝 기반 인식 기술 개발 프로젝트 수행 경험이 있으신 분\n• C/C++ 활용 능력을 보유하신 분\n• 논문을 읽고 이해하여 정확하고 빠르게 구현 가능하신 분\n• 최신 연구 및 논문 follow up을 하시는 분']"
인터엑스,경력 2~5년,회사내규에 따름,"울산광역시 중구 종가6길 7, 10층(혁신 더테라스)",딥러닝,"[울산] 데이터분석(시계열 데이터 분석, Data Scientist)","['MachineLearningDeepLearningTensorFlowPythonPyTorchPandasMatplotlib', '[함께하시면 맡게 될 업무입니다!]\n• 시계열 딥러닝 알고리즘 기술 연구 및 개발\n• LLM 모델 Fine tuning 기법 연구 및 개발\n• 제조업 불량예측 및 Anomaly detection에 적용 가능한 알고리즘 개발\n• 알고리즘 고도화', '[이런 분이 필요해요!]\n• Python을 활용하여 머신러닝/딥러닝 프로젝트 (Prediction, Anomaly detection, Classification) 경험자\n• Tensorflow 또는 Pytorch 사용 경험\n• Pandas, Matplotlib등의 패키지를 활용한 데이터 정제, 전처리, 분석, 모델링, 시각화 경험을 보유하신 분\n• 최신 기술 (LLM 등)에 관심이 많은 분\n• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분\n• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 \n\n[업무에 꼭 필요한 기술 스택 입니다]\n• Tensorflow \n• Pytorch', '[이런 분이면 더욱 좋아요!]\n• 논문 및 특허 작성 경험\n• 이미지 및 영상 데이터 프로젝트 경험\n• 최신 논문 내용을 구현 가능한 분\n• 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성자\n• 컴퓨터공학, 산업공학, 전기전자 관련 학위 ']"
인터엑스,경력 2~5년,회사내규에 따름,서울 금천구 가산디지털1로 171 1409호,딥러닝,"[서울] 데이터분석(시계열 데이터 분석, Data Scientist)","['MachineLearningDeepLearningTensorFlowPythonPyTorchPandasMatplotlib', '[함께하시면 맡게 될 업무입니다!]\n• 시계열 딥러닝 알고리즘 기술 연구 및 개발\n• LLM 모델 Fine tuning 기법 연구 및 개발\n• 제조업 불량예측 및 Anomaly detection에 적용 가능한 알고리즘 개발\n• 알고리즘 고도화', '[이런 분이 필요해요!]\n• Python을 활용하여 머신러닝/딥러닝 프로젝트 (Prediction, Anomaly detection, Classification) 경험자\n• Tensorflow 또는 Pytorch 사용 경험\n• Pandas, Matplotlib등의 패키지를 활용한 데이터 정제, 전처리, 분석, 모델링, 시각화 경험을 보유하신 분\n• 최신 기술 (LLM 등)에 관심이 많은 분\n• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분\n• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 \n\n[업무에 꼭 필요한 기술 스택 입니다]\n• Tensorflow \n• Pytorch', '[이런 분이면 더욱 좋아요!]\n• 논문 및 특허 작성 경험\n• 이미지 및 영상 데이터 프로젝트 경험\n• 최신 논문 내용을 구현 가능한 분\n• 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성자\n• 컴퓨터공학, 산업공학, 전기전자 관련 학위 ']"
인터엑스,경력 2~5년,회사내규에 따름,"울산광역시 중구 종가6길 7, 10층(혁신 더테라스)",딥러닝,"[울산] 데이터분석(이미지 및 영상 데이터 분석가, Data Scientist)","['OpenCVMachineLearningDeepLearningTensorFlowPythonPyTorchNumPy', '[함께하시면 맡게 될 업무입니다!]\n• 이미지 및 영상 데이터 처리\n• 제조업 AI, 머신러닝, 딥러닝 알고리즘 최신 기술 연구 및 개발\n• 제조업 Defect classification, detection, segmentation, measurement 에 적용 가능한 알고리즘 연구 및 개발\n• 알고리즘 고도화', '[이런 분이 필요해요!]\n• 이미지 데이터에 대한 기초 지식이 있으신 분\n• Python을 활용하여 머신러닝/딥러닝 프로젝트 경험이 있으신 분\n• OpenCV, Numpy, Tensorflow 및 Pytorch 사용 경험\n• CNN 및 transformer 사용 경험\n• 최신 기술에 관심이 많은 분\n• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분\n• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 \n\n[업무에 꼭 필요한 기술 스택 입니다]\n• Python\n• OpenCV, Numpy\n• Pytorch or Tensorflow ', '[이런 분이면 더욱 좋아요!]\n• 논문 및 특허 작성 경험\n• 최신 논문 내용을 구현 가능한 분\n• 최신 시계열 이미지 및 영상 딥러닝 / 머신러닝 알고리즘 작성자\n• 컴퓨터공학, 산업공학, 전기전자 관련 학위 ']"
인터엑스,경력 2~5년,회사내규에 따름,서울 금천구 가산디지털1로 171 1409호,딥러닝,"[서울] 데이터분석(이미지 및 영상 데이터 분석가, Data Scientist)","['OpenCVMachineLearningDeepLearningTensorFlowPythonPyTorchNumPy', '[함께하시면 맡게 될 업무입니다!]\n• 이미지 및 영상 데이터 처리\n• 제조업 AI, 머신러닝, 딥러닝 알고리즘 최신 기술 연구 및 개발\n• 제조업 Defect classification, detection, segmentation, measurement 에 적용 가능한 알고리즘 연구 및 개발\n• 알고리즘 고도화', '[이런 분이 필요해요!]\n• 이미지 데이터에 대한 기초 지식이 있으신 분\n• Python을 활용하여 머신러닝/딥러닝 프로젝트 경험이 있으신 분\n• OpenCV, Numpy, Tensorflow 및 Pytorch 사용 경험\n• CNN 및 transformer 사용 경험\n• 최신 기술에 관심이 많은 분\n• 주도적으로 일을 만들고, 책임감 있게 리드하시는 분\n• 다른 직군과 함께 문제를 정의하고 해결책을 찾을 수 있는 분 \n\n[업무에 꼭 필요한 기술 스택 입니다]\n• Python\n• OpenCV, Numpy\n• Pytorch or Tensorflow ', '[이런 분이면 더욱 좋아요!]\n• 논문 및 특허 작성 경험\n• 최신 논문 내용을 구현 가능한 분\n• 최신 시계열 이미지 및 영상 딥러닝 / 머신러닝 알고리즘 작성자\n• 컴퓨터공학, 산업공학, 전기전자 관련 학위 ']"
앤씨앤,경력신입~10년,회사내규에 따름,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층",딥러닝,딥러닝 영상 인식 Researcher 모집,"['C++PythonCNetwork', '• 최신 기술 트렌드 파악 및 POC 확인\n• Object detection, Sementic segmentation 네트워크 개발\n• Driver monitoring 관련 네트워크 개발\n• Single image depth estimator 네트워크 개발', '• 학력/전공 : 학사 이상\n• 경력 : 무관\n• 프로그래밍 언어 : Python, C/C++\n• (신입)\xa0배우고자\xa0하는\xa0의지가\xa0강한\xa0사람', '• 관련 전공 석/박사 학위 수여자\n• PyTorch,\xa0TensorFlow\xa0사용\xa0가능자\n• 딥러닝 네트워크 임베디드 포팅 경험자\n• Git, Docker 사용 가능자']"
안티그래비티,경력 3~20년,회사내규에 따름,서울 성동구 성수이로22길 37 아크밸리 지식산업 센터 303c호 안티그래비티,딥러닝,[부피 알고리즘] AI(딥러닝) 연구 및 개발,"['AI/인공지능MachineLearningDeepLearningTensorFlowPython', '# 기술개발목표\n• 3D 가슴 Template과 2D 상품 이미지 style-mapping 알고리즘 개발\n\n# 주요 업무\n• 2D 상품 이미지-2D 탬플릿 간 style-mapping 학습 알고리즘 개발\n• 2D 상품 이미지-2D 탬플릿 변형 GAN 알고리즘 개발\n• 가슴 이미지 변형에 따른 mapping 결과 GAN 생성\n• 2D style-transfer to 3D 정합 알고리즘 개발\n• Mesh 변형에 따른 속옷 mapping 결과 후처리 알고리즘 개발', '• 경력 3년차 이상\n• 2d to 3d landmark 추정, texture mapping Computer Vision 기술 연구개발 경험\n• 3d style-transfer, 통계모델(SMPL,DECA,FLAME) 연구개발 경험\n• 3d 데이터 기반의 AI 프로젝트 경험\n• SOTA 최신 논문 기술동향 파악 및 알고리즘 분석 능력\n• Deep learning 알고리즘 설계, 구현, 검증 경험\n• Image Prcessing, Computer vision에 관한 전문 지식 보유.', '• 컴퓨터비전 석사 이상\n• AI/이미지 프로세싱 연구 프로젝트 경험 2년 이상\n• Deep Learning 기술 접목한 서비스 구축 경험\n• AI/머신러닝/딥러닝 관련 논문 발표 경험 보유']"
테스트웍스,경력신입~10년,회사내규에 따름,서울 송파구 백제고분로41길 42-19 4층,딥러닝,[병역특례 전문연구요원] Robot Vision 엔지니어,"['caffe2C++ROSMATLABDeepLearningTensorFlowPythonPyTorchC', '• 3차원 공간데이터 수집기 개발 (LiDAR/Radar/Camera)\n• 3차원 공간데이터 구축 (SLAM)\n• 딥러닝 기반 3차원 데이터 모델링 (3D Object Detection/Depth Completion/Depth Estimation)', '• 석사 학위 이상\n• Python, C/C++ 언어 중 1개 이상에 능숙한 자\n• Pytorch/Tensorflow/Caffe 중 1개 이상의 프레임워크에 능숙한 자\n• ROS/Matlab 중 1개 이상 사용이 가능한 자\n• 의미론적 객체 분할 / 이상행동탐지 등 과 같은 딥러닝 프로젝트에 참여해 본 자\n• 3차원 공간데이터 랜더링 / 모델 개발이 가능한 자', '• 선형대수/통계학에 대한 기본 지식이 있는 자\n• LiDAR / IR Camera 등의 센서를 다루어 본 자\n• 컴퓨터비전/딥러닝/SLAM 등 관련 연구(논문)을 이해하고 구현이 가능한 자\n• Top-tier 학회 논문 혹은 관련 석사학위를 보유한 자\n• ROS 시스템을 사용하여 멀티센서 수집 시스템을 구축해 본 경험이 있는 자\n• Unity/Blender/Bullet 등 3D 시뮬레이션 엔진 경험을 보유한 자분']"
딥노이드,경력 3~10년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,LLM 연구원(자연어처리),"['TransformersNLPDeepLearningTensorFlowPythonPyTorch', '• LLM 모델 연구 및 고도화\n• LLM 연구의 서비스화를 위한 개발 지원', '• 경력 3년 이상 또는 관련 학과 석사 학위 소지자(2)\n• PyTorch, Tensorflow와 같은 딥러닝 프레임워크에 대한 지식 및 개발 경험\n• Attention 메커니즘을 포함한 Transformers에 대한 이해도가 높으신 분\n• LangChain, Auto-GPT, LlamaIndex, SimpleAIChat, MetaGPT, AuoChain, Llama2-Accessory, PEFT, QLora 등 LLM 관련 라이브러리 및 프레임워크에 대한 경험이 있으신 분', '• 인공지능 관련 대회(해커톤, 캐글, 그랜드챌린지 등)의 출전 경험 및 입상\n• Multimodal LLM에 대한 연구에 관심이 있으신 분\n• Attention 메커니즘을 포함한 Transformers에 대한 이해도가 높으신 분\n• FastAPI, Ray, Optuna, Docker 등에 대한 활용 경험이 있으신 분\n• 연구 세션 진행 등 AI 교육에 관심이 있으신 분\n• 새로운 기술에 대한 관심이 많고, 자기개발을 위해 노력하시는 분']"
파인더스,경력 3~10년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,AI 챗봇 PL/PM 경력직 채용,"['AI/인공지능MachineLearningNLPDeepLearning', '• AI 챗봇 프로젝트의 전략적 방향 설정 및 실행 계획 수립\n• LLM 및 NLP 기술을 활용한 챗봇 시스템 개발 및 최적화\n• 인공지능 관련 연구 및 개발 프로젝트에 대한 제안 및 관리', '• LLM 및 NLP 기술에 대한 실무 경험 3년 이상\n• 머신러닝 및 딥러닝 모델 개발에 대한 실무 경험\n• LLM 개발 및 최적화에 대한 지식과 경험', '• 챗봇 또는 AI 기획 경험이 있는 분\n• 대규모 데이터셋을 활용한 AI 모델링 경험\n• 석박사 학위 소지자\n• 다국어 처리 능력']"
테스트웍스,경력신입~10년,회사내규에 따름,서울 송파구 백제고분로41길 42-19 4층,딥러닝,[병역특례 전문연구요원] AI 엔지니어,"['machinelearningkerasopencvtensorflowai/인공지능pytorchpython', '• AI 데이터셋 자동 가공 모듈\n\u3000- 다양한 AI Framework 기반의 Model을 학습하여 AI 데이터셋의 가공을 자동화\n\u3000- 다양한 형태의 자동화 모듈 개발 (Bounding-box, Segmentation(Polygon), Polyline, Points, Pose 및 다양한 형태의Key-points 형식지원)\n\n• AI 서비스 개발\n\u3000- 클라우드/서버기반 뿐만 아니라 Edge Computing 서비스 발굴/개발\n\u3000- Object Tracking 기반의 Smart 솔루션 개발\n\u3000- 영상/문서/음성 미디어 분석을 통한 다양한 AI 서비스 발굴/개발 \n\u3000- 대용량의 AI Data를 자동으로 분류, 비식별화 및 증강하는 AI 데이터 전처리\n\n• Computer vision 분야 머신러닝/딥러닝 솔루션 개발\n\u3000- 비즈니스 문제 해결을 위한 머신러닝/딥러닝 기반 문제해결 방법 연구 및 개발\n\n• Edge computing을 포함한 머신러닝/딥러닝 시스템 구성 및 최적화\n\u3000- 서버 및 edge device를 통한 효과적인 딥러닝 모델 서비스 시스템', '• 석사 학위 이상\n• Python에 대한 높은 이해도\n• AI Framework/Platform 경험\n\u3000- 딥러닝 모델 개발 경험\n\u3000- Tensorflow, Keras, Slim, PyTorch\n\u3000- Edge Computing\n\u3000- Machine Learning\n• Data Processing 경험\n\u3000- Computer Vision, Image Processing, OpenCV, LiDAR\n\u3000- Text Processing, Natural Language, OCR, Audio Processing', '• AI Framework/Platform을 통한 실제 서비스 개발/실무 경험\n• 다양한 상용 서비스/어플리케이션 개발 경험 \n• Embedded SW 개발 경험\n• 새로운 것에 대한 도전의식\n• 논문/특허 발굴 경험\n• 오픈소스의 코드레벨 디버깅 및 커스터마이징 경험\n• 논문 내용 기반의 코드구현 경험']"
로민,경력신입~10년,회사내규에 따름,"서울 서초구 방배천로2길 10 7층, 로민",딥러닝,컴퓨터 비전 개발자,"['AI/인공지능OpenCVDeepLearningTensorFlowPythonDockerPyTorch', '• 정형/비정형 문서의 인식 모델 개발\n• AI 엔진 성능 향상을 위한 딥러닝 모델 개발\n• 딥러닝 모델 serving을 위한 변환 및 최적화\n• 모델 성능 개선 및 관리\n\n• 다양한 상황에서 획득된 이미지로부터 텍스트를 인식하는 OCR 엔진의 성능 개선 업무\n• 멀티모달 정보를 기반으로 문서 구조 인식 및 텍스트 간의 관계를 예측하는 알고리즘 개발\n• 문서 인식을 위한 다양한 전처리/후처리 알고리즘 개발\n• 딥러닝 모델의 최적화, 모델 경량화 및 모델 변환 업무', '• 컴퓨터비전 및 딥러닝에 대한 지식, 논문을 읽고 구현할 수 있는 능력이 있는 분\n• 각종 협업 도구에 익숙하고 새로운 툴을 사용하는데 적극적인 분\n• 본인이 구현한 코드, 업무의 진행 상황 및 결과 등을 정확하고 체계적으로 문서화할 수 있는 능력이 있는 분\n• 이공계(전공 무관) 학사 이상이신 분', '• Object Detection / Recognition / Segmentation 모델 개발 경험이 있는 분\n• Multi modality(Image, Text 등) 기반 머신러닝 알고리즘 개발 경험이 있는 분\n• 머신러닝 관련 대회 참가 경험이 있는 분\n• 머신러닝 관련 국제학술대회에 논문을 게재한 경험이 있는 분\n• 관련 분야 석사학위 이상을 소지하신 분']"
