기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
클로봇,2년,연봉업계평균이상,"성남시 분당구 성남대로925번길 16, 7층 701호 (야탑동)",자율주행,", 동적 환경에서의 강인한 주행 알고리즘 개발 및 배포, 주행 예외 상황 대처를 위한 Behavior 개발, 새로운 주행 알고리즘 또는 기존 주행 알고리즘 개선 부분에 대한 평가 및 검증, 알고리즘 설계 및 구현에 대한 내용 문서화, 양산 로봇에 적용 가능한 좋은 품질의 코드 작성",", 로보틱스, 컴퓨터 공학 또는 관련 학과의 학사 이상 학위 소지자, 자율주행 알고리즘에 대한 기본적인 이해, C++/Python 이용 개발 경험 보유, SW 자료구조, 알고리즘 디자인에 대한 기본 지식 보유, 팀원과의 원활한 소통 및 협업 능력 보유, 해당 분야 석사, 박사 학위 혹은 2년 이상의 개발 경력, Git을 이용한 버전 관리 경험 보유, Linux, ROS 이용 개발 경험 보유",37,"['학사', 'SW', '알고리즘', '로보틱스', 'ROS', '학위', '박사', '자율주행', '석사', 'C', 'Linux', '공학', 'Python']"
긴트,4년,연봉업계평균이상,"경기도 성남시 분당구 판교로 228번길 17, 판교벤처밸리 2단지 1동 4층 긴트",자율주행,", 농기계 자율주행 및 AI 관련 해외 논문 조사 및 요약, 농경지 자율주행을 위한 전역/지역 경로 생성 알고리즘 개발, 경로 추종 제어 알고리즘 개발, 농기계 위치/자세/주행 상태를 추정하는 센서 퓨전 알고리즘 개발, 농기계 주행 상황에서 센서 노이즈 제거 시스템 개발",", 학력 : 대졸(4년제)이상, 경력 : 경력 2년 이상(석사학위 인정), Matlab(Simulink), C/C++, Python 프로그래밍 언어 사용 가능한 분, 수학적 지식 보유자(선형 대수, 공업 수학, 확률, 최적화 기법 등), 기계, 컴퓨터, 자동차, 제어, 로봇공학 관련 전공, 자율주행 및 AI 관련 해외 학회/저널 논문 게재 경험, GNSS, IMU에 대한 이해, 차량 동역학에 대한 이해",38,"['최적화', 'AI', '제어', '자동차', '논문', '자율주행', 'C', 'Python']"
뷰런테크놀로지,2년,-,"서초구 강남대로 311, 19층",자율주행,ㆍ주행전략 및 판단 알고리즘 개발 및 실차검증ㆍ경로생성 로직 개발 및 실차검증ㆍ모델기반 제어로직 개발 및 실차검증,"ㆍ관련분야 경력 2년 이상이신 분ㆍ관련분야(자동차 공학, 기계공학, 로보틱스 등) 학사 학위자 이상이신 분ㆍ자율주행 Planning 로직 개발 경력이 있으신 분ㆍC/C++,Python 관련 언어 지식이 높으신 분ㆍ관련분야(차량 주행 제어 및 주행 판단 등) 석/박사 학위가 있으신 분ㆍLiDAR, 비전센서 관련된 전문지식을 가지고 있으신 분ㆍ자율주행/ADAS 기술에 관심을 가지고 있으신 분ㆍ차량 모델 identification 설계/개발 경력이 있으신 분",39,"['공학', '학사', '로보틱스', '설계', '제어', '박사', '자동차', 'C', 'ADAS', 'Python']"
에스티피씨,-,-,성남시 분당구 성남대로69 로드랜드EZ타워,자율주행,", 로봇 모션 제어 Motion Control, 로봇 경로 생성 Path Planning",", C/C++, ROS, Linux, Ubuntu-	자율주행 관련 학위 (석사/박사)-	기계공학-	컴퓨터 공학-	자율주행 S/W 개발 경험",40,"['ROS', '학위', '박사', 'S/W', '자율주행', '석사', 'C', 'Linux', '공학']"
포티투닷(42dot),5년,연봉상위6~10%,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층",자율주행,", Processing camera & radar perception, Implementation of object modeling, Algorithm performance optimization, Design performance evaluation metrics and implement evaluation pipeline",", 유관 경력 5년차 이상 (박사 졸업 예정자 지원 가능), 자율주행 기술에 사용되는 센서들에 대한 깊은 이해, State Estimation, Multi-target Tracking & Data Association, 카메라 geometry에 대한 이해, 선형대수, 확률 및 통계, 디지털신호처리에 대한 전공지식, 숙련된 프로그래밍 기술(C/C++, Python 등), Camera, Radar, IMU 등 다양한 종류의 센서 사용 경험, ADAS 및 자",41,"['박사', '자율주행', 'Data', 'C', 'ADAS', 'Python']"
포티투닷(42dot),5년,연봉상위6~10%,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층",자율주행,", 자율주행 중 수집되는 다양한 센서, 동영상 데이터를 이용하여 label을 자동으로 생성하는 알고리즘 및 자동화 시스템을 개발, 아래 주제들과 관련된 연구 개발- Dataset and evaluation- Active learning- Network architecture search- Transfer/ low-shot/ long-tail learning",", 5년 이상 실무 경험(박사 졸업 예정자 지원 가능), 컴퓨터공학, 전자공학, 수학, 통계 및 기계학습과 관련된 전공의 석사/박사 학위, 혹은 동등한 경력, 선형대수, 확률, 신호처리, 기계학습에 대한 전공지식, 숙련된 프로그래밍 (C/C++, Python 등) 기술, 자율주행 및 로보틱스 관련 개발 경험- Object detection- Semantic segmentation- Depth estimation- Transformer based mode",42,"['로보틱스', '학위', '박사', '자율주행', '석사', 'C', '컴퓨터공학', 'Python']"
포티투닷(42dot),7년,연봉상위6~10%,"서울특별시 강남구 남부순환로 2621 (도곡동, 서브원 강남빌딩) 9층",자율주행,", 자율주행 차량용 인포테인먼트 및 모바일 어플리케이션 UX 설계 및 UI 디자인, 사용자(승객/세이프티 드라이버)를 위한 편리한 이동 경험 디자인, 자율주행 시대의 모빌리티 시나리오를 연구하고 새로운 사용자 경험 제안",", 최소 7년 이상의 UX 디자인 프로젝트 경험 (모바일 UI 필수), Digital Product의 UX 설계부터 UI 디자인, 개발 후 QA 및 운영 과정을 진행해 본 경험, 서비스 방향 및 정책에 기반한 User Flow를 설계하고 구체화 할 수 있는 역량, User Research를 직접 설계하고 실행할 수 있는 경험, 포트폴리오 제출 필수, 모빌리티 서비스 및 차량용 인포테인먼트 시스템 프로젝트 경험, Figma를 활용하여 화면을 설계하고 커뮤",43,"['프로젝트', '시스템']"
에스티피씨,-,-,성남시 분당구 성남대로69 로드랜드EZ타워,자율주행,", SLAM / Localization, Lidar / Vision Based SLAM",", C/C++ , ROS , Lidar/Camera Sensor working experience,, SLAM 경험, Lidar / Camera 센서 관련 개발",44,"['C', 'ROS']"
에스티피씨,-,-,성남시 분당구 성남대로69 로드랜드EZ타워,자율주행,", Camera / Lidar Sensor Fusion, Object Pose Estimation, Object Shape Estimation, Object Velocity Estimation, Other General Object Info",", Perception 관련 개발, C/C++ , Python, ROS, 자율주행 관련 개발, 자율주행 경력, 자율주행 학과",45,"['ROS', 'C', '자율주행', 'Python']"
에이트테크,2년,연봉업계평균이상,서울특별시 금천구 디지털로10길 78,로봇제어,", 로봇 셋업 및 안정화 업무 (80%), 로봇 소프트웨어 및 GUI Application 개발 (20%)",", 경력 2년 이상이신 분, 컴퓨터공학, 메카트로닉스 전공 선호, 해외 여행에 결격 사유가 없는 분, Robot Engineering 경험이 있으신 분, C++, C# 프로그래밍에 익숙하신 분, WPF, Winform GUI 개발 경험자",46,"['C', '컴퓨터공학']"
알지에이아이엔씨(RGA Inc.),5년,-,"서울시 서초구 서초대로 396, 7층 (서초동, 강남빌딩)",로봇제어,", 보행 로봇 제어 시스템 설계 및 SW 개발, RTOS 기반 로봇 제어 SW 개발, Embedded System 엔지니어링, 보행 로봇 Locomotion 개발 및 Field Test",", 로보틱스/메카트로닉스/기계공학/전기전자공학 등 이 · 공 계열 학석사 이상 또는그에 상응하는 경력의 소지자, Robot Control SW / Embedded SW /Device 통신/ Robot 설계 및 제어, Embedded System 핸들링 능력(Data Processing/CAN/SPI/LAN/GPIO), RTOS 기반 메인 컨트롤 SW 개발 및 구현 능력(Multi-task 기반의 Motion Control), MATLAB, C++, C#",47,"['SW', '로보틱스', '설계', '제어', 'Embedded', 'Data', 'C']"
유진로봇,-,연봉상위6~10%,인천광역시 연수구 하모니로 187번길 33,로봇제어,"- 센서 퓨전 알고리즘 개발: 다양한 센서 정보를 퓨전하는 기술 개발- SLAM and localization: Lidar 기반의 지도작성 및 위치인식 기술 개발- Navigation: 배송로봇을 위한 경로계획, 경로추종 기술 개발- 배송로봇 운용을 위한 상위 제어 프로그램 작성",- 전기/전자/컴퓨터/로봇 또는 관련학과 학사 이상- C/C++ 가능자- 이동 로봇 제어 및 개발 관련 경험자- ROS/소스 버전/CMake개발 도구 경험자,48,"['학사', 'ROS', '제어', '로봇', '전기', '전자', 'C']"
메디인테크,-,-,서울특별시 종로구 대학로 60 동마루빌딩 2층,로봇제어,", 의료 로봇 응용 프로그램 개발 업무, 의료 로봇 모션 제어, C, C++, Python 등을 활용한 로봇 시나리오 구현, 의료 로봇 응용 프로그램 아키텍쳐 설계 및 구현",", 경력 무관, Robot Engineering / Mechanical Engineering 에 대한 전반적인 이해, Linux 기반 C/C++, Python Programming 경험, 응용 프로그램 분야에 대한 포괄적 이해, 해외여행에 결격사유가 없는자, 해당 분야 석사/ 박사 학위, Robot framework 개발 및 툴 사용 경험, Robot Hardware 관련 경험, 맥슨 모터 제어 관련 경험, ROS2 개발 관련 경험, Gazebo, NV",49,"['제어', '학위', '박사', '석사', 'C', 'Linux', 'Python']"
유진로봇,-,연봉상위6~10%,인천광역시 연수구 하모니로 187번길 33,로봇제어,", 청소로봇의 주행 제어 및 센서 퓨전 알고리즘 개발, 청소로봇의 청소 로직 개발, 청소로봇의 UI 개발, 센서 퓨전 알고리즘 개발",", 임베디드 시스템 환경 하, C/C++ 코드 구현, Mobile Platform 제어 혹은 SLAM 개발, Mobile platform 사용을 위한 UI 개발, 다수의 센서 퓨전을 통한 mobile platform 상태 추정, 시스템/컴퓨터/전자공학 전공자 우대 이동로봇 제어 및 개발 관련 경험자, Mobile platform을 사용, pioneering, coverage strategy 개발 경험자, Mobile platform을 사용, path p",50,"['시스템', '제어', '전공자', 'C', '임베디드']"
에이트테크,-,연봉업계평균이상,서울특별시 금천구 디지털로10길 78,로봇제어,"함께해요!,로봇 셋업 및 안정화 업무 (80%),로봇 소프트웨어 및 GUI Application 개발 (20%)",", 컴퓨터공학, 메카트로닉스 전공 선호, 해외 여행에 결격 사유가 없는 분, Robot Engineering 경험이 있으신 분, C++, C# 프로그래밍에 익숙하신 분, WPF, Winform GUI 개발 경험자",51,"['C', '컴퓨터공학']"
알지티,3년,-,서울 금천구 디지털로10길 78 가산테라타워 10층,로봇제어,", 자율주행 로봇 개발 및 회로 설계＜전형절차＞서류검토 ＞ 1차면접 ＞ 임원면접 ＞ 최종합격 (절차는 변동될 수 있습니다.)＜유의사항＞허위사실이 발견될 경우 채용이 취소될 수 있습니다.",", 학력 : 대졸이상, 경력 : 경력3년이상, 실내 네비게이션 분야 상용화 제품 개발 경력자, 다중 로봇 네비게이션 알고리즘 개발 경력자, 다중 로봇 충돌 예측(collision map) 알고리즘 개발 경력자, Global path planning 개발 경력자(A* 등등), C, C++, Python 등의 소프트웨어 언어 능통, 경력 : 경력3년이상, 비즈니스 회화 능력, Git 경험자, navigation관련 석사 혹은 박사 학위 수여자, 영어가능자,",52,"['알고리즘', '학위', '박사', '경력자', '로봇', '석사', 'C', 'Python']"
한국네트웍스,10년,연봉상위6~10%,경기도 성남시 분당구 판교로,로봇제어,"- 로봇 제어 프로그래밍 (수직 다관절 로봇/물류 이송 로봇 등)- 모터 제어 알고리즘 설계 및 개발- ROS기반 각종 센서 장치 드라이버 개발- 물류 자동화 시스템 구축 및 개발[근무조건], 근무형태 : 정규직, 근무지 : 판교 테크노밸리(경기도 성남시), 근무시간 : 주5일, 8시 ~ 17시, 급여 : 회사내규에 따름(면접 후 결정)[전형절차]서류전형 ",- 관련 경력 10년 이상- Robotics 분야 개발에 능통한 자- Embedded System 구성 및 소프트웨어 개발 경력자- ROS/ROS2 이용 로봇 SW 개발 경험 보유자,53,"['SW', 'ROS', '경력자', '로봇', 'Embedded']"
엔젤로보틱스,8년,-,"서울특별시 성동구 성수이로22길 37, 아크벨리지식산업센터 6층",로봇제어,- 모터드라이버를 이용한 로봇제어- 로봇제어를 위한 시스템 SW 구조설계- 로봇제어 관련 시스템 컨트롤(임베디드 시스템 FW or 디바이스 드라이버와는 다른 영역)- 양산에 맞는 제품 최적화- 양산을 위한 각종 시험프로그램 설계,"- 학력 : 경력 8년 이상- 전공 : 전기전자공학,기계공학(제어전공), 컴퓨터공학, 제어계측공학에 준하는 전공- 경력ㆍ임베디드 시스템을 이용한 제품개발ㆍC 언어로 개발 가능하신 분ㆍ로봇 기구학/동역학에 대한 이해가 있으신분ㆍ새로운 분야에 능동적인 호기심으로 업무 가능하신 분- BLDC 제어이론 및 실무경험 보유하신 분- 로봇 제어 및 시스템 SW 개발 경험이 있으신 분- 로봇 시스템의 동역학 및 운동학 해석이 가능하신 분- 로봇 양산 경력 보유하신 분",54,"['시스템', 'SW', '제어', '가능하신', '로봇', '이해가', '컴퓨터공학']"
엑스와이지,-,-,서울시 성동구 아차산로17길 48,로봇제어,"[팀 소개]XYZ의 로봇 자동화팀은 로봇 서비스 운영과 제어에 필요한 시스템 임베디드부터 사용자 프론트 앱까지 전반적인 제어 시스템과 소프트웨어를 디자인하고 개발하는 팀입니다. 바리스타 로봇, 아이스크림 로봇과 같은 푸드테크 로봇과 주변 자동화 기기를 자동화하기 위해, 디자인 팀에서 기획한 자료를 기반으로 자동화 제어 시스템과 소프트웨어를 개발합니다.[직무","- ROS2 환경에서 토픽, 서비스, 액션 등을 활용한 노드 구현 경험이 있는 분- 상용 전자 기기에 대한 제어 개발 경험이 있는 분- I2C/SPI/UART/CAN 등의 통신 관련 개발 경험이 있는 분- ADC를 통한 전압/전류 센싱 구현 경험이 있는 분- 로봇학과, 제어공학과, 컴퓨터 공학, 메카트로닉스 등 직무와 관련된 학과- 임베디드 OS 및 펌웨어 개발 경험이 있는 분- 푸드테크 로봇 자동화 기기 개발 경험- 협동 로봇 제어 및 운영 가능한 자",55,"['제어', '로봇', '전자', '임베디드', '공학']"
